Enrollmentno,sub1,sub2,sub3,sub4,sub5
E1995,85,71,83,70,52
E1996,45,85,89,56,88
E1997,71,98,80,67,91
E1998,85,43,79,62,42
E1999,44,72,90,71,60
E2000,48,47,53,98,83
E2001,52,93,100,64,54
E2002,54,93,46,80,98
E2003,91,88,90,74,47
E2004,78,83,45,92,83
E2005,71,48,84,85,42
E2006,52,91,68,59,97
E2007,93,78,50,91,70
E2008,99,41,97,44,73
E2009,90,87,40,53,46
E2010,70,99,73,73,48
E2011,70,82,88,60,86
E2012,68,86,91,97,45
E2013,65,46,78,76,60
E2014,63,43,100,41,84
E2015,98,72,63,98,70
E2016,40,96,100,91,53
E2017,72,67,48,54,95
E2018,94,86,79,98,65
E2019,88,87,68,61,92
E2020,88,51,82,49,66
E2021,60,55,59,47,68
E2022,51,55,62,74,47
E2023,82,69,76,63,49
E2024,50,99,73,82,89
E2025,69,57,52,91,74
E2026,56,97,73,85,60
E2027,87,76,66,84,81
E2028,80,75,55,67,95
E2029,75,50,48,90,63
E2030,87,85,93,73,99
E2031,57,83,76,68,99
E2032,76,90,78,40,99
E2033,71,77,42,49,96
E2034,70,91,77,46,100
E2035,46,46,78,67,41
E2036,76,86,56,56,80
E2037,70,47,62,66,85
E2038,87,82,82,93,60
E2039,46,80,95,81,60
E2040,98,78,66,77,41
E2041,51,53,50,72,46
E2042,43,59,79,46,66
E2043,95,65,90,58,79
E2044,99,78,42,83,83
E2045,41,76,69,95,96
E2046,79,88,97,54,41
E2047,69,70,54,50,100
E2048,54,53,91,85,84
E2049,76,79,45,96,85
E2050,49,64,95,79,68
E2051,79,46,40,41,59
E2052,99,48,49,94,74
E2053,83,45,46,57,84
E2054,58,76,56,77,42
E2055,42,78,60,44,96
E2056,68,53,47,96,76
E2057,83,79,73,77,63
E2058,51,67,56,57,41
E2059,73,85,79,42,57
E2060,100,71,62,71,79
E2061,97,75,93,40,55
E2062,48,84,49,55,43
E2063,64,65,96,44,48
E2064,76,41,59,64,50
E2065,49,63,93,81,81
E2066,64,76,98,48,91
E2067,49,100,63,83,42
E2068,61,41,55,83,81
E2069,68,63,50,60,46
E2070,47,95,75,62,92
E2071,60,98,41,88,78
E2072,100,96,91,61,93
E2073,50,78,72,88,71
E2074,87,73,100,89,71
E2075,57,69,43,94,70
E2076,77,60,81,65,67
E2077,62,58,80,41,40
E2078,43,42,99,44,68
E2079,67,100,87,62,58
E2080,73,68,75,61,84
E2081,63,57,85,79,88
E2082,40,64,95,75,61
E2083,41,61,97,43,93
E2084,52,71,75,99,55
E2085,70,91,63,46,41
E2086,42,41,78,66,56
E2087,66,79,76,77,84
E2088,80,96,100,64,68
E2089,74,96,67,73,95
E2090,62,93,73,98,51
E2091,54,72,60,44,87
E2092,94,66,42,70,72
E2093,47,95,49,40,44
E2094,76,93,73,85,73
E2095,98,60,53,63,51
E2096,95,50,71,60,80
E2097,53,60,56,56,100
E2098,75,61,61,62,51
E2099,43,97,52,59,75
E2100,58,73,65,77,49
E2101,75,87,59,54,80
E2102,82,47,90,80,49
E2103,43,60,94,51,83
E2104,61,86,84,99,52
E2105,91,86,60,83,41
E2106,66,43,40,60,50
E2107,52,44,74,56,61
E2108,57,55,45,79,43
E2109,45,96,55,89,64
E2110,78,95,90,87,89
E2111,82,80,83,74,57
E2112,85,56,55,97,97
E2113,98,71,78,81,42
E2114,83,84,71,76,87
E2115,91,100,94,71,91
E2116,51,57,96,97,55
E2117,84,69,62,82,81
E2118,43,94,58,78,61
E2119,51,83,51,48,66
E2120,78,98,81,93,87
E2121,70,68,64,53,80
E2122,98,58,95,100,79
E2123,68,69,81,92,91
E2124,97,61,41,64,70
E2125,61,56,61,97,79
E2126,48,47,59,82,62
E2127,70,63,72,88,91
E2128,50,58,70,56,52
E2129,42,95,62,82,51
E2130,91,100,45,48,46
E2131,83,56,47,88,65
E2132,41,92,72,66,56
E2133,72,65,52,56,51
E2134,67,93,96,72,93
E2135,96,78,100,50,41
E2136,56,45,44,85,95
E2137,75,40,56,99,77
E2138,51,88,40,74,58
E2139,88,58,44,86,63
E2140,76,41,90,75,81
E2141,69,89,99,85,67
E2142,51,79,70,63,64
E2143,68,56,63,51,43
E2144,97,92,61,100,74
E2145,55,88,67,60,88
E2146,74,56,93,80,45
E2147,72,40,85,75,92
E2148,91,50,77,93,51
E2149,83,75,43,66,46
E2150,47,71,71,85,86
E2151,79,76,48,42,63
E2152,93,53,71,69,51
E2153,42,65,48,83,92
E2154,78,100,64,65,78
E2155,61,69,55,59,95
E2156,93,50,93,79,86
E2157,68,71,50,95,92
E2158,64,53,43,52,81
E2159,74,93,76,51,82
E2160,61,53,47,64,87
E2161,50,99,93,62,84
E2162,74,83,76,61,61
E2163,97,80,66,93,62
E2164,53,63,80,67,88
E2165,60,78,81,70,43
E2166,54,90,78,61,43
E2167,46,49,85,77,100
E2168,43,84,56,52,59
E2169,84,97,84,97,44
E2170,55,43,81,48,55
E2171,73,52,88,47,90
E2172,51,84,54,48,64
E2173,90,66,41,55,40
E2174,95,55,98,83,91
E2175,100,52,65,79,63
E2176,99,95,77,52,76
E2177,94,58,78,51,78
E2178,95,88,62,47,63
E2179,46,41,52,88,46
E2180,46,44,60,63,42
E2181,41,74,58,88,42
E2182,83,53,75,89,51
E2183,42,81,61,98,46
E2184,86,100,66,65,94
E2185,75,61,67,99,47
E2186,92,95,41,56,73
E2187,88,96,64,49,86
E2188,84,95,78,100,74
E2189,91,60,61,55,49
E2190,49,62,91,74,78
E2191,77,45,99,70,60
E2192,60,89,91,62,90
E2193,75,43,47,50,68
E2194,64,44,60,74,47
E2195,60,93,90,45,57
E2196,69,84,41,57,66
E2197,45,55,90,99,41
E2198,98,91,100,85,88
E2199,53,43,60,53,59
E2200,40,60,81,42,86
E2201,90,45,76,78,53
E2202,88,90,84,92,96
E2203,56,75,83,82,88
E2204,43,70,90,81,60
E2205,77,82,42,99,47
E2206,90,81,53,58,44
E2207,93,92,100,54,72
E2208,98,96,48,62,85
E2209,55,99,40,40,59
E2210,66,52,51,70,47
E2211,88,53,67,44,47
E2212,92,96,58,51,85
E2213,63,90,40,43,93
E2214,83,52,87,64,54
E2215,46,91,70,84,59
E2216,41,70,97,61,94
E2217,72,44,91,45,69
E2218,58,99,92,99,100
E2219,90,71,99,96,71
E2220,98,53,56,45,67
E2221,45,69,65,60,91
E2222,71,87,99,99,93
E2223,64,78,63,62,47
E2224,48,41,72,61,48
E2225,79,57,75,78,68
E2226,54,65,91,89,98
E2227,68,72,41,90,40
E2228,97,42,78,76,57
E2229,59,51,51,84,67
E2230,83,68,85,61,82
E2231,53,90,68,84,50
E2232,78,93,85,63,75
E2233,94,66,62,65,92
E2234,67,47,58,66,51
E2235,52,53,97,61,56
E2236,59,43,44,42,52
E2237,58,55,53,85,96
E2238,61,95,72,93,100
E2239,43,100,91,75,69
E2240,72,48,93,69,90
E2241,46,90,74,59,87
E2242,83,95,42,92,67
E2243,58,100,72,42,47
E2244,65,78,79,98,83
E2245,72,47,82,40,50
E2246,81,77,72,91,74
E2247,44,84,66,45,99
E2248,76,79,73,44,40
E2249,100,85,88,51,64
E2250,98,43,99,70,69
E2251,90,84,55,90,84
E2252,73,93,45,45,83
E2253,40,80,99,75,43
E2254,65,40,40,53,83
E2255,64,83,85,70,81
E2256,80,90,77,56,88
E2257,97,98,47,93,59
E2258,74,97,71,96,43
E2259,81,80,50,55,42
E2260,70,68,47,87,46
E2261,60,58,51,57,66
E2262,94,96,58,64,50
E2263,98,83,45,90,63
E2264,63,57,68,91,51
E2265,55,61,89,46,68
E2266,96,92,45,72,80
E2267,76,85,47,72,99
E2268,62,51,94,96,44
E2269,46,98,62,56,54
E2270,72,99,69,54,97
E2271,89,60,57,71,74
E2272,82,79,91,99,61
E2273,78,74,59,61,77
E2274,56,83,67,47,88
E2275,50,100,100,81,65
E2276,82,86,45,83,50
E2277,90,98,91,57,98
E2278,81,59,91,90,89
E2279,95,92,92,78,68
E2280,64,55,40,63,63
E2281,100,42,56,77,51
E2282,87,79,85,59,71
E2283,87,45,79,84,69
E2284,78,43,51,89,45
E2285,49,57,72,63,47
E2286,64,49,96,76,54
E2287,63,49,81,50,43
E2288,94,83,97,99,97
E2289,69,56,48,57,62
E2290,49,72,95,73,90
E2291,61,73,91,64,80
E2292,66,60,74,83,52
E2293,79,42,42,88,49
E2294,92,51,96,68,86
E2295,57,65,48,76,77
E2296,96,41,77,40,99
E2297,51,93,59,71,77
E2298,84,61,71,69,88
E2299,94,93,85,79,62
E2300,43,80,70,80,49
E2301,50,68,71,86,43
E2302,67,55,87,85,42
E2303,90,56,44,70,96
E2304,91,59,93,59,50
E2305,74,52,68,93,83
E2306,59,67,62,70,43
E2307,93,97,46,45,45
E2308,93,40,47,67,81
E2309,94,59,67,94,58
E2310,66,88,84,63,84
E2311,68,42,88,92,63
E2312,79,76,56,70,92
E2313,83,98,46,76,100
E2314,50,83,44,98,67
E2315,65,97,92,63,81
E2316,51,75,48,76,94
E2317,77,48,65,53,57
E2318,70,50,56,61,87
E2319,83,56,65,95,93
E2320,89,65,41,68,90
E2321,52,80,58,63,76
E2322,43,75,48,74,40
E2323,62,87,81,92,49
E2324,44,100,48,90,59
E2325,40,92,90,61,78
E2326,87,76,87,54,69
E2327,74,49,59,97,80
E2328,49,69,41,54,92
E2329,82,87,100,88,96
E2330,53,56,60,59,72
E2331,68,56,59,59,59
E2332,90,53,87,52,83
E2333,49,85,95,47,82
E2334,43,53,86,85,59
E2335,81,51,76,86,62
E2336,83,55,52,62,63
E2337,46,75,47,76,67
E2338,69,64,42,59,72
E2339,51,91,96,42,78
E2340,84,40,73,50,61
E2341,86,92,63,78,57
E2342,52,51,45,91,75
E2343,61,99,63,46,82
E2344,98,49,93,97,51
E2345,85,89,63,59,96
E2346,40,41,88,93,51
E2347,78,47,93,58,40
E2348,85,48,74,88,80
E2349,58,52,85,81,49
E2350,70,85,43,68,79
E2351,69,69,65,97,43
E2352,92,85,80,94,46
E2353,51,76,41,95,90
E2354,87,65,52,98,54
E2355,40,40,66,100,100
E2356,66,89,63,100,46
E2357,79,62,73,92,74
E2358,69,42,84,61,52
E2359,100,61,89,93,99
E2360,79,98,61,98,41
E2361,80,82,41,55,99
E2362,90,78,91,57,94
E2363,95,100,81,60,63
E2364,54,71,92,92,42
E2365,63,94,96,80,90
E2366,90,47,43,98,78
E2367,48,72,96,72,80
E2368,49,64,82,63,43
E2369,48,96,79,65,64
E2370,73,76,83,63,49
E2371,88,43,94,72,43
E2372,83,52,78,47,43
E2373,58,78,85,43,85
E2374,59,42,64,91,65
E2375,88,54,47,83,53
E2376,50,73,80,77,58
E2377,78,50,66,84,50
E2378,95,51,91,89,74
E2379,93,80,43,93,76
E2380,86,100,100,53,46
E2381,97,63,75,71,73
E2382,80,54,76,77,78
E2383,68,42,53,60,86
E2384,61,98,95,91,65
E2385,73,75,76,54,82
E2386,87,72,51,94,79
E2387,80,57,49,48,44
E2388,67,42,72,68,89
E2389,66,58,51,53,53
E2390,84,47,48,87,57
E2391,43,97,94,45,89
E2392,94,94,48,80,66
E2393,56,92,51,89,61
E2394,53,70,71,86,54
E2395,72,63,85,71,95
E2396,51,78,74,87,79
E2397,63,81,78,89,60
E2398,78,65,90,90,47
E2399,62,56,88,73,79
E2400,68,82,58,47,41
E2401,52,71,40,43,93
E2402,40,56,75,47,47
E2403,49,42,64,70,58
E2404,60,84,92,95,43
E2405,79,86,63,87,69
E2406,62,84,63,96,81
E2407,56,68,56,44,75
E2408,76,63,42,77,80
E2409,89,57,40,84,71
E2410,61,81,72,43,72
E2411,46,57,97,82,77
E2412,86,54,75,66,54
E2413,94,78,89,57,79
E2414,69,91,90,85,85
E2415,44,46,90,50,73
E2416,87,76,78,60,92
E2417,64,83,89,77,98
E2418,45,49,50,96,65
E2419,53,53,87,90,88
E2420,100,94,75,40,66
E2421,58,50,80,49,57
E2422,77,94,58,63,62
E2423,51,98,85,85,92
E2424,87,98,63,79,56
E2425,69,79,65,74,94
E2426,81,96,40,78,80
E2427,43,49,47,52,67
E2428,85,55,50,64,50
E2429,66,80,66,45,59
E2430,53,89,70,55,50
E2431,78,88,52,54,96
E2432,76,100,50,53,69
E2433,59,58,98,43,69
E2434,94,87,72,61,61
E2435,96,96,86,83,94
E2436,59,57,83,93,52
E2437,60,42,89,73,89
E2438,66,51,51,74,82
E2439,92,69,65,90,76
E2440,81,71,94,50,90
E2441,92,49,73,97,95
E2442,60,57,69,91,51
E2443,61,77,52,97,88
E2444,72,49,78,96,82
E2445,85,44,63,41,64
E2446,40,93,84,41,46
E2447,94,95,47,88,71
E2448,70,59,76,50,86
E2449,83,58,81,61,71
E2450,78,88,98,52,42
E2451,65,47,64,76,66
E2452,73,100,88,48,86
E2453,57,95,96,68,89
E2454,87,64,82,80,74
E2455,48,72,63,67,49
E2456,69,78,41,89,96
E2457,46,74,83,61,67
E2458,97,50,65,43,65
E2459,61,44,71,49,65
E2460,73,69,83,89,40
E2461,76,77,69,100,86
E2462,53,96,81,58,40
E2463,62,60,45,93,81
E2464,44,94,55,74,88
E2465,73,58,92,80,52
E2466,60,96,60,72,88
E2467,51,52,99,68,53
E2468,56,61,98,42,42
E2469,66,55,44,66,50
E2470,40,80,59,84,58
E2471,57,91,58,55,91
E2472,56,65,51,61,67
E2473,57,74,83,43,54
E2474,70,55,81,91,92
E2475,44,60,84,78,63
E2476,68,69,76,62,93
E2477,85,42,91,76,50
E2478,64,64,71,47,79
E2479,43,61,45,42,78
E2480,66,64,88,82,83
E2481,62,45,46,65,88
E2482,100,50,91,74,53
E2483,60,54,58,79,60
E2484,75,59,94,76,51
E2485,47,54,50,84,72
E2486,71,52,64,90,77
E2487,58,94,77,41,63
E2488,42,90,51,68,94
E2489,48,69,99,88,63
E2490,90,43,96,47,61
E2491,71,68,93,85,79
E2492,73,91,42,92,83
E2493,51,67,41,71,45
E2494,58,52,53,59,46
E2495,97,41,92,48,77
E2496,52,74,77,44,96
E2497,53,58,94,81,46
E2498,99,93,60,89,64
E2499,85,65,43,49,40
E2500,84,44,72,44,59
E2501,78,57,87,78,46
E2502,75,62,64,100,70
E2503,59,83,75,79,91
E2504,40,91,51,70,49
E2505,96,93,57,54,80
E2506,69,46,94,85,96
E2507,67,48,61,89,54
E2508,69,56,93,67,45
E2509,45,68,90,75,90
E2510,61,84,66,62,60
E2511,72,94,44,78,67
E2512,70,100,65,65,93
E2513,54,72,60,74,40
E2514,99,93,99,84,79
E2515,50,79,49,40,49
E2516,56,42,66,41,49
E2517,53,92,81,76,95
E2518,49,79,82,83,47
E2519,100,89,86,47,61
E2520,48,69,88,93,57
E2521,75,95,52,40,46
E2522,95,73,85,90,75
E2523,71,92,65,47,63
E2524,51,88,42,45,46
E2525,85,83,45,59,52
E2526,75,84,40,65,42
E2527,95,83,43,56,66
E2528,78,55,71,93,100
E2529,93,69,61,61,46
E2530,87,68,68,41,95
E2531,68,94,76,75,77
E2532,51,79,57,43,52
E2533,59,51,90,78,46
E2534,92,76,75,87,66
E2535,94,58,97,97,92
E2536,76,83,42,69,87
E2537,70,63,77,52,57
E2538,81,78,40,95,67
E2539,94,49,91,91,41
E2540,69,73,100,92,54
E2541,100,72,50,56,91
E2542,74,99,88,96,99
E2543,71,60,85,92,74
E2544,84,57,76,77,51
E2545,82,55,62,84,78
E2546,51,72,65,40,90
E2547,98,92,66,92,76
E2548,77,84,71,74,66
E2549,66,60,77,99,94
E2550,76,80,60,56,86
E2551,43,89,52,97,67
E2552,66,56,51,48,59
E2553,82,85,56,58,90
E2554,47,67,43,57,48
E2555,41,72,43,77,87
E2556,78,57,97,52,51
E2557,92,55,79,62,52
E2558,44,61,72,44,65
E2559,55,52,49,67,59
E2560,96,75,58,91,68
E2561,62,42,68,76,90
E2562,43,47,79,59,67
E2563,65,73,48,45,68
E2564,57,65,95,80,67
E2565,41,61,50,68,76
E2566,45,57,44,45,52
E2567,95,75,94,47,69
E2568,70,73,61,85,56
E2569,51,92,68,87,73
E2570,68,60,66,80,91
E2571,80,45,60,94,77
E2572,84,80,93,48,55
E2573,47,54,80,74,71
E2574,82,74,60,81,70
E2575,40,91,50,51,45
E2576,58,89,93,97,81
E2577,72,82,55,80,52
E2578,83,87,42,45,100
E2579,75,50,90,46,65
E2580,42,77,50,80,96
E2581,44,86,66,80,97
E2582,61,50,63,83,88
E2583,84,56,77,99,90
E2584,76,72,42,40,60
E2585,46,79,51,54,56
E2586,56,88,89,80,68
E2587,84,96,92,100,86
E2588,48,95,61,85,62
E2589,55,63,89,57,89
E2590,42,59,53,69,85
E2591,81,82,64,90,98
E2592,98,93,47,77,78
E2593,68,80,46,58,53
E2594,40,90,71,97,44
E2595,98,55,97,66,87
E2596,66,91,86,82,98
E2597,79,56,74,56,94
E2598,55,97,55,82,90
E2599,81,85,92,74,57
E2600,57,50,47,70,83
E2601,84,57,65,61,59
E2602,72,75,90,72,41
E2603,65,89,40,65,49
E2604,94,59,85,67,74
E2605,79,57,72,46,91
E2606,57,56,61,87,72
E2607,88,43,55,46,74
E2608,83,98,55,96,64
E2609,56,50,42,95,46
E2610,42,74,43,61,53
E2611,96,91,80,57,50
E2612,51,58,95,47,84
E2613,67,58,56,71,99
E2614,62,73,43,57,65
E2615,77,61,44,49,53
E2616,92,68,100,70,64
E2617,44,99,72,65,90
E2618,90,67,54,44,40
E2619,70,89,46,97,50
E2620,87,98,52,57,69
E2621,92,63,68,99,52
E2622,63,90,81,72,81
E2623,58,80,54,82,41
E2624,89,85,51,42,96
E2625,73,95,58,72,59
E2626,55,45,96,46,53
E2627,72,64,53,90,52
E2628,79,56,77,68,41
E2629,60,58,71,74,86
E2630,99,54,52,56,91
E2631,47,61,46,57,96
E2632,42,86,97,46,59
E2633,65,62,90,52,46
E2634,67,76,67,64,62
E2635,52,42,88,70,85
E2636,60,61,94,69,77
E2637,47,55,46,91,80
E2638,48,83,91,61,100
E2639,60,74,82,97,76
E2640,56,95,76,57,51
E2641,49,57,62,99,61
E2642,68,70,98,75,55
E2643,72,42,97,57,89
E2644,40,52,100,70,56
E2645,68,69,89,50,60
E2646,67,89,52,85,47
E2647,88,42,74,80,56
E2648,87,54,83,89,46
E2649,63,70,68,47,98
E2650,95,43,43,58,74
E2651,99,73,46,66,96
E2652,41,46,51,85,43
E2653,70,42,97,59,40
E2654,71,99,98,42,85
E2655,93,74,70,66,98
E2656,92,40,69,62,99
E2657,94,63,72,89,78
E2658,47,85,74,83,99
E2659,40,81,64,93,64
E2660,50,98,83,40,88
E2661,48,53,50,43,84
E2662,63,93,79,57,51
E2663,87,96,93,72,100
E2664,79,53,72,66,50
E2665,88,41,84,73,81
E2666,57,72,87,88,93
E2667,55,59,97,89,61
E2668,61,53,82,48,58
E2669,75,88,71,88,87
E2670,66,64,55,87,100
E2671,87,72,66,52,58
E2672,55,95,82,89,75
E2673,42,100,79,44,46
E2674,78,82,95,96,47
E2675,77,98,53,91,70
E2676,40,59,53,84,81
E2677,54,47,63,91,99
E2678,90,54,87,95,86
E2679,86,100,41,49,98
E2680,43,70,49,83,48
E2681,69,58,77,63,44
E2682,52,91,90,68,45
E2683,57,67,72,50,74
E2684,76,75,46,42,55
E2685,87,71,98,93,45
E2686,96,53,84,57,45
E2687,62,44,94,42,79
E2688,60,86,56,83,97
E2689,58,54,53,71,58
E2690,98,78,54,65,92
E2691,64,56,80,90,47
E2692,58,45,86,41,49
E2693,50,80,50,45,79
E2694,67,60,79,43,83
E2695,45,61,87,45,62
E2696,70,86,97,95,63
E2697,48,43,41,61,76
E2698,81,50,88,74,72
E2699,82,50,51,84,79
E2700,89,90,88,64,60
E2701,82,76,84,69,62
E2702,69,64,96,88,71
E2703,54,82,64,54,57
E2704,78,80,86,72,40
E2705,98,93,66,89,40
E2706,42,96,78,54,56
E2707,89,74,57,45,85
E2708,56,66,48,76,68
E2709,93,43,70,51,79
E2710,88,88,97,51,82
E2711,66,96,52,93,87
E2712,99,43,54,69,52
E2713,74,54,72,76,53
E2714,65,69,88,56,66
E2715,98,92,53,93,53
E2716,98,94,46,96,41
E2717,78,89,96,93,80
E2718,51,64,94,93,47
E2719,70,71,75,59,89
E2720,74,64,55,99,48
E2721,97,51,45,89,94
E2722,98,56,88,56,66
E2723,50,83,55,53,71
E2724,90,78,89,44,72
E2725,69,77,47,98,53
E2726,98,96,82,94,93
E2727,78,81,89,97,49
E2728,71,94,67,45,76
E2729,49,50,63,88,88
E2730,56,55,74,63,63
E2731,93,56,73,46,74
E2732,54,41,55,47,71
E2733,87,55,86,89,45
E2734,54,42,44,93,100
E2735,89,86,65,69,68
E2736,68,100,53,90,47
E2737,61,96,42,87,94
E2738,95,88,76,44,63
E2739,73,62,76,96,92
E2740,93,86,49,90,61
E2741,66,42,96,100,61
E2742,98,45,45,73,45
E2743,62,87,75,50,54
E2744,77,81,46,69,46
E2745,67,58,67,97,41
E2746,84,66,74,81,97
E2747,97,75,90,52,40
E2748,65,88,50,53,97
E2749,93,54,57,40,66
E2750,77,58,80,90,83
E2751,89,93,55,76,88
E2752,44,44,62,86,76
E2753,63,94,47,93,48
E2754,79,86,52,96,95
E2755,90,100,75,89,50
E2756,47,60,72,76,64
E2757,93,100,57,84,83
E2758,92,70,68,41,59
E2759,49,49,88,94,54
E2760,43,46,49,96,81
E2761,72,42,56,69,96
E2762,83,94,72,68,48
E2763,86,49,44,78,44
E2764,70,54,75,84,81
E2765,97,41,100,93,87
E2766,56,48,55,67,100
E2767,41,41,85,93,45
E2768,77,65,53,46,60
E2769,71,52,41,94,83
E2770,74,99,90,74,51
E2771,70,83,71,100,70
E2772,85,99,69,47,70
E2773,96,99,88,63,44
E2774,76,70,59,52,79
E2775,91,64,45,60,51
E2776,72,100,45,74,42
E2777,81,71,72,54,92
E2778,88,53,88,55,56
E2779,55,44,93,57,42
E2780,85,55,58,97,52
E2781,64,53,48,77,59
E2782,80,76,91,45,42
E2783,55,78,63,79,74
E2784,89,47,82,93,73
E2785,91,48,71,95,64
E2786,93,76,74,96,96
E2787,57,83,94,88,86
E2788,64,73,82,42,91
E2789,57,90,96,61,41
E2790,98,51,66,44,93
E2791,75,78,85,68,100
E2792,86,69,68,55,68
E2793,76,80,93,87,66
E2794,99,40,86,66,89
E2795,87,81,97,82,95
E2796,91,86,91,52,61
E2797,67,45,74,53,91
E2798,82,77,42,44,60
E2799,53,85,91,72,61
E2800,88,99,78,80,41
E2801,88,88,65,80,80
E2802,64,76,40,48,93
E2803,71,40,93,70,68
E2804,85,47,64,97,55
E2805,80,93,52,76,54
E2806,91,93,76,59,81
E2807,75,42,77,53,98
E2808,74,81,80,72,93
E2809,65,51,82,47,72
E2810,91,40,99,80,63
E2811,54,45,69,45,75
E2812,87,56,73,50,62
E2813,57,91,55,83,45
E2814,62,74,96,76,46
E2815,83,83,99,77,53
E2816,57,62,87,69,55
E2817,81,58,94,42,92
E2818,59,66,98,60,98
E2819,64,56,94,45,51
E2820,44,86,94,41,78
E2821,44,71,58,82,65
E2822,89,69,86,50,42
E2823,52,46,79,84,64
E2824,45,68,97,79,68
E2825,51,75,98,60,80
E2826,68,67,100,74,44
E2827,84,54,82,99,86
E2828,76,97,82,63,72
E2829,86,91,48,95,70
E2830,82,70,54,96,82
E2831,61,77,56,100,64
E2832,42,42,90,66,65
E2833,51,56,100,100,83
E2834,93,77,65,96,85
E2835,85,82,95,63,98
E2836,71,46,85,47,99
E2837,57,55,81,75,85
E2838,67,94,99,59,87
E2839,67,76,94,99,53
E2840,48,50,85,82,64
E2841,77,88,71,44,56
E2842,88,73,51,55,86
E2843,82,76,84,52,60
E2844,94,75,59,61,54
E2845,57,51,47,51,59
E2846,99,86,46,44,74
E2847,61,55,82,94,48
E2848,48,82,90,54,54
E2849,65,89,78,47,67
E2850,82,66,57,86,69
E2851,69,60,62,82,54
E2852,92,59,99,41,51
E2853,92,80,75,89,56
E2854,58,85,82,85,70
E2855,76,73,46,70,72
E2856,63,80,59,47,78
E2857,43,43,46,41,70
E2858,77,97,82,86,98
E2859,63,53,84,60,71
E2860,92,60,51,52,50
E2861,51,67,78,90,59
E2862,63,58,87,60,55
E2863,80,44,82,68,82
E2864,65,43,63,44,62
E2865,90,66,76,75,49
E2866,67,87,64,47,47
E2867,99,53,86,86,41
E2868,80,92,65,61,71
E2869,83,96,42,73,100
E2870,53,77,98,100,97
E2871,91,73,80,50,59
E2872,99,79,80,99,49
E2873,93,50,69,68,70
E2874,64,94,58,89,90
E2875,47,60,71,71,61
E2876,44,75,97,74,42
E2877,64,93,72,71,44
E2878,74,56,74,53,93
E2879,42,51,96,41,66
E2880,79,56,88,61,56
E2881,44,62,81,45,94
E2882,49,94,41,64,76
E2883,95,91,71,56,99
E2884,70,40,48,85,63
E2885,86,79,97,54,52
E2886,75,61,78,90,92
E2887,94,98,44,52,76
E2888,99,76,73,71,52
E2889,72,99,40,61,86
E2890,75,45,85,84,78
E2891,95,59,57,64,40
E2892,51,85,89,80,74
E2893,62,76,69,86,67
E2894,69,86,57,100,49
E2895,100,90,93,68,45
E2896,73,96,59,96,95
E2897,77,58,48,54,71
E2898,69,71,79,42,40
E2899,100,52,89,51,90
E2900,77,67,80,53,85
E2901,49,75,80,42,73
E2902,53,84,78,82,59
E2903,46,47,40,43,80
E2904,77,40,87,96,89
E2905,42,88,85,75,85
E2906,49,66,100,92,41
E2907,84,57,89,46,72
E2908,71,42,64,68,67
E2909,57,83,78,78,87
E2910,96,72,98,78,77
E2911,50,77,41,88,48
E2912,89,81,96,58,80
E2913,89,96,54,49,54
E2914,86,82,84,43,84
E2915,89,59,60,70,54
E2916,46,88,68,93,44
E2917,66,43,75,71,75
E2918,88,43,63,54,61
E2919,71,69,58,54,79
E2920,52,89,91,68,89
E2921,71,83,78,96,47
E2922,96,89,41,47,80
E2923,99,72,84,70,92
E2924,99,61,85,48,86
E2925,61,76,100,89,78
E2926,43,76,43,89,40
E2927,43,71,67,41,41
E2928,40,92,90,61,44
E2929,92,77,83,77,92
E2930,89,66,51,90,61
E2931,42,64,94,46,77
E2932,85,78,53,84,96
E2933,65,93,48,82,53
E2934,90,88,86,46,100
E2935,90,50,85,74,88
E2936,73,87,82,91,87
E2937,51,42,55,99,71
E2938,52,85,58,75,78
E2939,42,64,95,55,40
E2940,49,97,41,96,71
E2941,82,43,63,97,42
E2942,40,57,69,52,69
E2943,86,61,67,52,88
E2944,56,95,69,41,86
E2945,41,66,43,64,57
E2946,88,71,78,84,91
E2947,46,96,52,47,85
E2948,92,88,73,45,50
E2949,59,83,51,49,67
E2950,50,91,45,42,56
E2951,50,79,51,47,80
E2952,63,41,50,68,97
E2953,77,79,96,97,80
E2954,55,79,83,60,49
E2955,80,83,45,99,98
E2956,83,91,71,87,41
E2957,62,48,53,92,65
E2958,91,56,68,83,84
E2959,69,73,44,68,98
E2960,84,84,81,68,97
E2961,71,84,43,57,85
E2962,80,79,84,76,69
E2963,82,58,54,43,46
E2964,74,42,87,89,94
E2965,55,67,58,46,96
E2966,81,44,72,72,94
E2967,78,65,46,87,97
E2968,77,83,77,66,85
E2969,77,60,43,40,54
E2970,55,48,90,68,73
E2971,51,67,51,70,60
E2972,89,95,94,53,81
E2973,44,81,51,83,42
E2974,97,95,98,94,72
E2975,59,44,42,93,43
E2976,95,66,89,79,70
E2977,87,58,91,87,100
E2978,84,59,42,98,46
E2979,48,77,75,89,74
E2980,52,70,91,59,65
E2981,52,94,94,75,61
E2982,88,82,93,76,86
E2983,46,99,45,41,88
E2984,84,88,88,88,94
E2985,90,41,66,51,82
E2986,53,75,89,55,60
E2987,45,99,77,57,70
E2988,73,49,79,55,96
E2989,77,72,67,46,65
E2990,95,73,60,83,68
E2991,58,57,78,49,83
E2992,57,46,65,64,42
