Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E2057,C0019-CIVIL,C0010-CIVIL,C0024-CH,C0027-CIVIL,C0012-CIVIL,C0033-CH,C0029-CH,C0018-CH,C0018-CIVIL,C0029-CH
E2058,C0018-CSE,C0010-CSE,C0017-IT,C0017-IT,C0032-IT,C0032-CSE,C0047-CSE,C0038-IT,C0025-IT,C0043-CSE
E2059,C0033-CH,C0042-CIVIL,C0026-CH,C0041-CH,C0010-CH,C0004-CIVIL,C0033-CH,C0003-CH,C0019-CH,C0019-CIVIL
E2060,C0041-CIVIL,C0002-CH,C0004-CIVIL,C0032-CIVIL,C0018-CH,C0011-CH,C0049-CH,C0020-CIVIL,C0031-CIVIL,C0042-CIVIL
E2061,C0049-AUTO,C0008-ME,C0002-AUTO,C0045-IC,C0014-AUTO,C0023-AUTO,C0044-ME,C0043-AUTO,C0046-AUTO,C0025-ME
E2062,C0038-EE,C0007-EE,C0030-EC,C0021-EE,C0032-EC,C0006-EC,C0014-EE,C0041-EE,C0004-EE,C0043-EC
E2063,C0029-EE,C0013-EC,C0020-EE,C0013-EE,C0012-EC,C0014-EE,C0008-EC,C0048-EC,C0008-EC,C0015-EC
E2064,C0033-CSE,C0022-CSE,C0005-IT,C0028-CSE,C0028-IT,C0023-CSE,C0008-IT,C0005-IT,C0032-IT,C0041-CSE
E2065,C0024-CH,C0021-CIVIL,C0021-CH,C0044-CIVIL,C0045-CIVIL,C0018-CIVIL,C0001-CIVIL,C0023-CH,C0036-CH,C0023-CIVIL
E2066,C0009-CIVIL,C0049-CH,C0024-CIVIL,C0050-CH,C0021-CIVIL,C0035-CIVIL,C0021-CIVIL,C0021-CH,C0009-CIVIL,C0045-CH
E2067,C0019-ME,C0044-IC,C0021-ME,C0042-ME,C0027-IC,C0026-AUTO,C0018-ME,C0047-AUTO,C0050-ME,C0030-ME
E2068,C0026-EC,C0039-EE,C0001-EC,C0032-EE,C0049-EE,C0050-EE,C0007-EC,C0018-EC,C0001-EC,C0033-EC
E2069,C0030-CSE,C0021-CSE,C0005-IT,C0026-IT,C0020-IT,C0003-CSE,C0023-CSE,C0038-CSE,C0011-CSE,C0050-IT
E2070,C0015-IT,C0046-IT,C0022-CSE,C0029-CSE,C0037-IT,C0043-IT,C0001-CSE,C0024-IT,C0042-IT,C0041-CSE
E2071,C0034-AUTO,C0043-AUTO,C0042-AUTO,C0044-AUTO,C0007-AUTO,C0011-AUTO,C0048-ME,C0011-AUTO,C0021-AUTO,C0010-IC
E2072,C0018-EE,C0039-EE,C0021-EE,C0012-EE,C0026-EE,C0002-EE,C0043-EC,C0046-EC,C0016-EC,C0031-EC
E2073,C0027-IT,C0028-CSE,C0024-CSE,C0005-IT,C0042-CSE,C0022-IT,C0048-IT,C0030-CSE,C0031-CSE,C0032-CSE
E2074,C0037-EC,C0038-EE,C0035-EC,C0049-EC,C0046-EE,C0004-EE,C0023-EE,C0041-EE,C0027-EE,C0037-EC
E2075,C0040-CSE,C0003-CSE,C0001-IT,C0005-CSE,C0010-CSE,C0027-IT,C0017-IT,C0039-IT,C0018-CSE,C0020-CSE
E2076,C0027-CIVIL,C0025-CIVIL,C0004-CH,C0016-CIVIL,C0045-CIVIL,C0031-CH,C0027-CIVIL,C0013-CIVIL,C0008-CH,C0005-CH
E2077,C0048-IC,C0030-IC,C0042-AUTO,C0030-IC,C0006-AUTO,C0009-AUTO,C0041-AUTO,C0027-ME,C0023-ME,C0005-IC
E2078,C0010-EE,C0036-EE,C0026-EC,C0011-EC,C0027-EE,C0026-EE,C0015-EE,C0004-EE,C0030-EE,C0048-EC
E2079,C0002-CIVIL,C0045-CIVIL,C0007-CIVIL,C0002-CH,C0039-CH,C0024-CIVIL,C0032-CIVIL,C0019-CH,C0026-CH,C0017-CH
E2080,C0038-AUTO,C0033-IC,C0029-ME,C0036-AUTO,C0033-IC,C0042-AUTO,C0049-ME,C0032-ME,C0017-IC,C0014-IC
E2081,C0012-AUTO,C0033-IC,C0049-ME,C0016-IC,C0050-AUTO,C0035-AUTO,C0021-ME,C0024-ME,C0017-ME,C0013-ME
E2082,C0027-EE,C0042-EC,C0041-EC,C0031-EE,C0024-EE,C0047-EE,C0032-EC,C0037-EC,C0046-EC,C0008-EC
E2083,C0018-EE,C0027-EC,C0004-EE,C0026-EE,C0039-EC,C0022-EC,C0037-EE,C0022-EC,C0018-EE,C0030-EE
E2084,C0041-IC,C0047-AUTO,C0016-AUTO,C0011-AUTO,C0050-IC,C0034-AUTO,C0037-AUTO,C0016-AUTO,C0023-ME,C0004-IC
E2085,C0010-CIVIL,C0010-CH,C0024-CIVIL,C0033-CIVIL,C0032-CIVIL,C0030-CH,C0020-CH,C0024-CH,C0007-CIVIL,C0013-CIVIL
E2086,C0041-EE,C0012-EE,C0043-EC,C0032-EE,C0041-EC,C0014-EC,C0040-EE,C0029-EE,C0037-EC,C0018-EE
E2087,C0030-CH,C0033-CH,C0030-CIVIL,C0036-CIVIL,C0002-CIVIL,C0003-CIVIL,C0014-CIVIL,C0005-CIVIL,C0025-CH,C0046-CH
E2088,C0018-CSE,C0030-IT,C0032-CSE,C0037-IT,C0029-IT,C0001-IT,C0006-CSE,C0012-IT,C0020-IT,C0009-CSE
E2089,C0002-IC,C0009-AUTO,C0045-IC,C0019-IC,C0026-ME,C0029-IC,C0018-ME,C0018-ME,C0036-ME,C0048-IC
E2090,C0038-CH,C0015-CIVIL,C0019-CH,C0014-CIVIL,C0036-CH,C0004-CIVIL,C0014-CIVIL,C0050-CH,C0017-CH,C0020-CIVIL
E2091,C0016-IC,C0005-ME,C0002-IC,C0022-AUTO,C0009-ME,C0032-AUTO,C0019-AUTO,C0019-IC,C0043-ME,C0029-ME
E2092,C0043-ME,C0039-IC,C0027-ME,C0006-AUTO,C0037-AUTO,C0045-IC,C0007-IC,C0027-ME,C0038-AUTO,C0010-IC
E2093,C0018-CSE,C0038-CSE,C0021-CSE,C0031-CSE,C0004-IT,C0031-CSE,C0040-IT,C0025-IT,C0028-CSE,C0001-IT
E2094,C0005-IT,C0036-IT,C0011-IT,C0042-IT,C0044-CSE,C0025-IT,C0020-CSE,C0010-CSE,C0026-IT,C0037-IT
E2095,C0041-EE,C0015-EC,C0040-EC,C0042-EC,C0016-EE,C0031-EE,C0049-EE,C0014-EE,C0046-EC,C0043-EC
E2096,C0001-CIVIL,C0018-CIVIL,C0030-CH,C0002-CIVIL,C0007-CIVIL,C0044-CH,C0036-CH,C0033-CIVIL,C0010-CIVIL,C0018-CH
E2097,C0045-CIVIL,C0050-CH,C0037-CIVIL,C0031-CIVIL,C0005-CH,C0044-CH,C0032-CIVIL,C0014-CIVIL,C0002-CIVIL,C0009-CIVIL
E2098,C0029-IT,C0038-IT,C0011-IT,C0033-IT,C0005-CSE,C0032-IT,C0016-IT,C0007-CSE,C0029-IT,C0037-CSE
E2099,C0015-ME,C0043-ME,C0002-IC,C0045-ME,C0015-IC,C0004-IC,C0030-IC,C0033-IC,C0005-AUTO,C0044-IC
E2100,C0020-EE,C0004-EE,C0022-EC,C0013-EE,C0042-EE,C0048-EC,C0038-EC,C0014-EC,C0049-EE,C0027-EE
E2101,C0001-IT,C0044-CSE,C0016-IT,C0022-IT,C0049-IT,C0005-IT,C0018-CSE,C0048-IT,C0037-IT,C0005-IT
E2102,C0046-ME,C0029-ME,C0050-ME,C0041-IC,C0013-ME,C0044-IC,C0023-AUTO,C0025-AUTO,C0034-AUTO,C0036-ME
E2103,C0040-CH,C0029-CH,C0023-CIVIL,C0002-CIVIL,C0003-CH,C0014-CIVIL,C0033-CH,C0039-CH,C0016-CIVIL,C0019-CH
E2104,C0033-ME,C0046-ME,C0013-IC,C0047-ME,C0039-IC,C0031-IC,C0042-ME,C0017-ME,C0019-IC,C0023-AUTO
E2105,C0005-CH,C0014-CIVIL,C0019-CH,C0026-CH,C0034-CIVIL,C0004-CH,C0008-CIVIL,C0042-CIVIL,C0005-CH,C0010-CIVIL
E2106,C0039-IC,C0034-AUTO,C0011-IC,C0009-ME,C0041-AUTO,C0014-IC,C0046-IC,C0001-IC,C0043-IC,C0042-ME
E2107,C0034-EC,C0003-EE,C0031-EC,C0035-EE,C0006-EC,C0024-EE,C0049-EC,C0035-EC,C0042-EC,C0018-EC
E2108,C0012-AUTO,C0021-IC,C0006-ME,C0025-AUTO,C0045-ME,C0034-IC,C0039-ME,C0019-ME,C0019-ME,C0007-ME
E2109,C0030-ME,C0017-IC,C0044-AUTO,C0037-IC,C0006-AUTO,C0047-IC,C0046-IC,C0017-IC,C0038-AUTO,C0039-AUTO
E2110,C0009-CH,C0032-CIVIL,C0020-CIVIL,C0046-CH,C0019-CH,C0014-CIVIL,C0012-CIVIL,C0040-CH,C0021-CH,C0048-CIVIL
E2111,C0043-AUTO,C0002-IC,C0042-IC,C0022-IC,C0002-IC,C0029-ME,C0039-IC,C0011-AUTO,C0004-IC,C0007-IC
E2112,C0036-ME,C0041-AUTO,C0029-AUTO,C0029-IC,C0008-ME,C0035-ME,C0005-AUTO,C0006-AUTO,C0047-ME,C0030-AUTO
E2113,C0023-EE,C0038-EE,C0008-EC,C0049-EC,C0021-EE,C0012-EC,C0050-EC,C0050-EC,C0035-EC,C0020-EE
E2114,C0031-IC,C0017-AUTO,C0038-AUTO,C0034-IC,C0050-AUTO,C0015-ME,C0026-ME,C0009-ME,C0028-ME,C0046-AUTO
E2115,C0022-CSE,C0041-CSE,C0030-CSE,C0012-CSE,C0006-CSE,C0005-CSE,C0036-IT,C0009-CSE,C0015-IT,C0035-IT
E2116,C0012-EE,C0041-EE,C0011-EC,C0025-EE,C0018-EC,C0045-EE,C0049-EC,C0015-EC,C0037-EC,C0013-EC
E2117,C0023-CSE,C0043-CSE,C0012-IT,C0040-CSE,C0008-CSE,C0009-IT,C0001-CSE,C0009-CSE,C0043-CSE,C0029-CSE
E2118,C0047-CSE,C0032-IT,C0036-CSE,C0030-CSE,C0012-IT,C0033-CSE,C0021-IT,C0031-CSE,C0032-CSE,C0027-IT
E2119,C0024-IT,C0010-IT,C0008-IT,C0015-IT,C0011-CSE,C0007-CSE,C0020-IT,C0020-IT,C0022-CSE,C0030-CSE
E2120,C0013-CH,C0050-CH,C0041-CH,C0046-CIVIL,C0040-CH,C0020-CH,C0049-CH,C0012-CH,C0016-CIVIL,C0017-CH
E2121,C0035-CH,C0049-CH,C0017-CIVIL,C0004-CH,C0010-CIVIL,C0033-CH,C0038-CH,C0050-CIVIL,C0041-CIVIL,C0023-CIVIL
E2122,C0041-CH,C0043-CIVIL,C0049-CIVIL,C0030-CIVIL,C0025-CH,C0041-CH,C0002-CIVIL,C0023-CH,C0008-CH,C0017-CIVIL
E2123,C0035-CIVIL,C0006-CH,C0032-CIVIL,C0027-CIVIL,C0027-CIVIL,C0035-CIVIL,C0045-CH,C0013-CH,C0009-CH,C0048-CH
E2124,C0040-CSE,C0012-CSE,C0031-IT,C0014-CSE,C0028-IT,C0015-IT,C0050-CSE,C0018-CSE,C0018-CSE,C0033-CSE
E2125,C0029-EE,C0034-EC,C0038-EE,C0042-EE,C0015-EE,C0032-EE,C0040-EC,C0008-EC,C0012-EC,C0042-EC
E2126,C0038-EE,C0009-EE,C0037-EE,C0005-EE,C0026-EC,C0021-EE,C0028-EC,C0040-EC,C0047-EE,C0009-EC
E2127,C0043-AUTO,C0009-ME,C0047-AUTO,C0050-ME,C0041-AUTO,C0041-AUTO,C0009-ME,C0017-AUTO,C0006-ME,C0016-ME
E2128,C0021-CIVIL,C0004-CIVIL,C0013-CIVIL,C0040-CIVIL,C0008-CH,C0035-CIVIL,C0019-CIVIL,C0019-CIVIL,C0026-CH,C0035-CH
E2129,C0019-IC,C0041-AUTO,C0023-ME,C0026-AUTO,C0014-AUTO,C0033-AUTO,C0049-ME,C0009-AUTO,C0047-ME,C0034-IC
E2130,C0018-ME,C0008-ME,C0018-ME,C0041-AUTO,C0004-IC,C0021-IC,C0039-AUTO,C0018-AUTO,C0050-IC,C0037-AUTO
E2131,C0011-EE,C0013-EC,C0050-EC,C0036-EE,C0041-EC,C0032-EE,C0021-EC,C0017-EC,C0014-EE,C0037-EC
E2132,C0010-CH,C0046-CIVIL,C0042-CH,C0040-CH,C0020-CH,C0018-CH,C0012-CIVIL,C0006-CIVIL,C0002-CIVIL,C0004-CIVIL
E2133,C0017-CIVIL,C0008-CIVIL,C0003-CH,C0030-CH,C0043-CIVIL,C0009-CH,C0018-CH,C0041-CIVIL,C0015-CIVIL,C0013-CH
E2134,C0034-EE,C0030-EC,C0023-EE,C0046-EC,C0006-EC,C0028-EC,C0049-EE,C0021-EC,C0035-EE,C0028-EC
E2135,C0013-EC,C0049-EE,C0042-EE,C0015-EC,C0025-EE,C0004-EE,C0012-EC,C0022-EC,C0013-EE,C0042-EE
E2136,C0001-IT,C0024-CSE,C0041-CSE,C0019-CSE,C0012-IT,C0009-IT,C0007-IT,C0027-IT,C0044-IT,C0037-IT
E2137,C0022-EC,C0013-EE,C0013-EC,C0050-EC,C0025-EC,C0034-EC,C0032-EE,C0032-EC,C0039-EC,C0017-EC
E2138,C0024-EE,C0046-EE,C0038-EE,C0038-EE,C0017-EE,C0038-EC,C0039-EC,C0049-EC,C0046-EE,C0037-EE
E2139,C0030-ME,C0009-ME,C0001-IC,C0022-IC,C0017-AUTO,C0047-ME,C0043-ME,C0026-ME,C0041-ME,C0036-AUTO
E2140,C0005-CH,C0018-CIVIL,C0017-CH,C0023-CH,C0035-CH,C0045-CH,C0009-CIVIL,C0023-CH,C0040-CH,C0016-CIVIL
E2141,C0030-EE,C0030-EC,C0005-EE,C0047-EE,C0021-EC,C0046-EE,C0016-EE,C0027-EC,C0041-EC,C0043-EC
E2142,C0043-CIVIL,C0019-CH,C0004-CH,C0046-CH,C0001-CIVIL,C0031-CH,C0039-CH,C0040-CIVIL,C0014-CIVIL,C0004-CH
E2143,C0010-IC,C0021-AUTO,C0025-ME,C0043-AUTO,C0046-AUTO,C0023-AUTO,C0017-AUTO,C0049-ME,C0005-AUTO,C0027-IC
E2144,C0017-CH,C0018-CIVIL,C0040-CH,C0037-CIVIL,C0044-CH,C0018-CIVIL,C0019-CH,C0010-CH,C0025-CH,C0027-CIVIL
E2145,C0042-EE,C0018-EC,C0049-EC,C0009-EC,C0015-EC,C0030-EE,C0044-EE,C0025-EE,C0015-EE,C0034-EE
E2146,C0039-ME,C0014-IC,C0003-ME,C0009-ME,C0030-IC,C0042-ME,C0012-AUTO,C0005-ME,C0018-ME,C0005-ME
E2147,C0007-AUTO,C0036-ME,C0009-AUTO,C0034-ME,C0009-ME,C0024-AUTO,C0026-AUTO,C0007-ME,C0001-IC,C0025-AUTO
E2148,C0018-IT,C0012-CSE,C0016-IT,C0029-IT,C0037-IT,C0038-CSE,C0028-IT,C0029-CSE,C0033-IT,C0003-IT
E2149,C0001-EC,C0032-EE,C0025-EC,C0009-EC,C0034-EC,C0001-EC,C0040-EE,C0033-EC,C0036-EE,C0030-EE
E2150,C0007-IC,C0049-IC,C0004-IC,C0034-AUTO,C0005-IC,C0022-IC,C0028-ME,C0043-IC,C0024-ME,C0041-IC
E2151,C0040-EE,C0017-EE,C0021-EC,C0050-EE,C0029-EE,C0021-EC,C0032-EE,C0040-EE,C0049-EC,C0030-EC
E2152,C0044-EE,C0027-EC,C0028-EC,C0036-EE,C0021-EE,C0030-EC,C0048-EC,C0018-EC,C0012-EC,C0038-EE
E2153,C0022-IT,C0022-CSE,C0025-IT,C0022-CSE,C0011-CSE,C0011-IT,C0020-IT,C0011-IT,C0046-IT,C0031-CSE
E2154,C0035-CIVIL,C0033-CIVIL,C0015-CIVIL,C0039-CH,C0020-CH,C0005-CIVIL,C0049-CIVIL,C0036-CIVIL,C0029-CH,C0014-CIVIL
E2155,C0043-ME,C0004-IC,C0014-AUTO,C0045-ME,C0035-ME,C0023-ME,C0004-IC,C0046-IC,C0049-AUTO,C0032-AUTO
E2156,C0019-CH,C0040-CH,C0043-CIVIL,C0030-CH,C0046-CIVIL,C0015-CIVIL,C0023-CIVIL,C0017-CIVIL,C0038-CIVIL,C0018-CIVIL
E2157,C0021-ME,C0016-AUTO,C0007-AUTO,C0039-AUTO,C0050-ME,C0014-AUTO,C0006-IC,C0041-IC,C0029-ME,C0039-AUTO
E2158,C0006-CIVIL,C0025-CIVIL,C0020-CIVIL,C0026-CH,C0004-CH,C0026-CIVIL,C0045-CH,C0044-CH,C0003-CH,C0008-CH
E2159,C0003-CIVIL,C0045-CIVIL,C0040-CIVIL,C0049-CH,C0039-CH,C0048-CH,C0022-CH,C0013-CH,C0010-CIVIL,C0018-CIVIL
E2160,C0033-CSE,C0005-IT,C0021-CSE,C0048-IT,C0038-IT,C0006-IT,C0012-IT,C0033-IT,C0033-IT,C0047-CSE
E2161,C0007-IT,C0033-CSE,C0044-IT,C0048-IT,C0019-IT,C0024-CSE,C0030-IT,C0045-IT,C0022-CSE,C0035-IT
E2162,C0025-CIVIL,C0029-CH,C0026-CH,C0020-CIVIL,C0006-CH,C0011-CH,C0026-CH,C0001-CIVIL,C0010-CIVIL,C0040-CH
E2163,C0048-IT,C0041-CSE,C0030-IT,C0003-CSE,C0011-CSE,C0031-CSE,C0035-IT,C0032-IT,C0044-CSE,C0040-IT
E2164,C0041-EC,C0029-EE,C0002-EE,C0040-EC,C0048-EC,C0009-EC,C0026-EE,C0042-EE,C0035-EE,C0040-EE
E2165,C0013-CIVIL,C0004-CH,C0043-CIVIL,C0023-CIVIL,C0005-CH,C0017-CH,C0006-CH,C0022-CH,C0014-CIVIL,C0025-CH
E2166,C0029-IT,C0003-CSE,C0041-CSE,C0048-IT,C0043-IT,C0044-IT,C0011-IT,C0038-CSE,C0014-IT,C0048-IT
E2167,C0007-EE,C0029-EE,C0008-EC,C0040-EE,C0041-EC,C0033-EC,C0039-EE,C0039-EE,C0049-EE,C0008-EC
E2168,C0026-EE,C0038-EC,C0031-EE,C0025-EC,C0009-EC,C0027-EE,C0046-EE,C0034-EE,C0045-EE,C0011-EE
E2169,C0045-CIVIL,C0044-CH,C0033-CH,C0017-CIVIL,C0049-CIVIL,C0010-CIVIL,C0022-CH,C0026-CH,C0022-CH,C0041-CIVIL
E2170,C0011-IT,C0044-IT,C0049-CSE,C0012-CSE,C0022-CSE,C0007-CSE,C0025-IT,C0022-CSE,C0050-IT,C0027-IT
E2171,C0040-IT,C0009-IT,C0007-CSE,C0032-IT,C0028-CSE,C0039-CSE,C0014-CSE,C0044-IT,C0028-IT,C0022-CSE
E2172,C0048-CIVIL,C0044-CH,C0018-CH,C0036-CH,C0017-CIVIL,C0034-CIVIL,C0020-CIVIL,C0033-CIVIL,C0017-CH,C0001-CIVIL
E2173,C0049-CSE,C0002-IT,C0034-CSE,C0008-CSE,C0049-IT,C0036-CSE,C0004-CSE,C0038-CSE,C0027-IT,C0014-CSE
E2174,C0046-ME,C0014-AUTO,C0037-IC,C0044-AUTO,C0019-ME,C0041-AUTO,C0015-IC,C0049-ME,C0015-IC,C0044-IC
E2175,C0006-EC,C0027-EC,C0012-EE,C0042-EC,C0030-EC,C0013-EC,C0050-EC,C0042-EC,C0043-EC,C0045-EE
E2176,C0003-CH,C0017-CH,C0044-CIVIL,C0013-CH,C0031-CIVIL,C0034-CIVIL,C0026-CH,C0048-CIVIL,C0045-CH,C0017-CIVIL
E2177,C0019-CSE,C0022-CSE,C0024-CSE,C0024-CSE,C0007-CSE,C0022-IT,C0008-IT,C0043-CSE,C0021-CSE,C0018-IT
E2178,C0050-AUTO,C0011-IC,C0034-IC,C0029-IC,C0028-ME,C0047-IC,C0042-AUTO,C0046-AUTO,C0018-ME,C0021-AUTO
E2179,C0037-IC,C0045-IC,C0041-ME,C0031-IC,C0049-AUTO,C0030-IC,C0005-AUTO,C0027-IC,C0030-AUTO,C0036-ME
E2180,C0012-CIVIL,C0038-CH,C0022-CH,C0040-CH,C0006-CIVIL,C0020-CH,C0010-CH,C0012-CH,C0010-CIVIL,C0039-CH
E2181,C0011-EE,C0043-EC,C0025-EE,C0047-EE,C0025-EE,C0049-EE,C0034-EC,C0003-EC,C0014-EC,C0037-EC
E2182,C0014-IT,C0023-CSE,C0005-CSE,C0022-IT,C0007-IT,C0033-CSE,C0021-IT,C0037-CSE,C0010-IT,C0032-CSE
E2183,C0035-CH,C0005-CH,C0041-CH,C0003-CH,C0046-CH,C0041-CH,C0045-CH,C0018-CH,C0040-CH,C0033-CIVIL
E2184,C0019-IT,C0050-CSE,C0044-CSE,C0028-CSE,C0042-IT,C0023-CSE,C0036-IT,C0022-IT,C0032-CSE,C0010-IT
E2185,C0012-EE,C0049-EE,C0027-EC,C0014-EE,C0011-EC,C0023-EE,C0038-EC,C0021-EC,C0017-EE,C0002-EE
E2186,C0015-IT,C0049-CSE,C0009-CSE,C0007-CSE,C0012-IT,C0010-CSE,C0033-CSE,C0003-CSE,C0042-IT,C0012-CSE
E2187,C0050-IC,C0001-AUTO,C0013-AUTO,C0009-IC,C0017-IC,C0024-ME,C0007-AUTO,C0017-IC,C0013-AUTO,C0046-ME
E2188,C0012-EC,C0039-EE,C0040-EC,C0043-EE,C0031-EC,C0049-EE,C0016-EE,C0046-EC,C0049-EE,C0036-EE
E2189,C0003-EE,C0043-EE,C0030-EE,C0039-EC,C0022-EC,C0022-EC,C0039-EE,C0024-EE,C0013-EE,C0049-EC
E2190,C0031-EE,C0017-EC,C0018-EC,C0002-EE,C0018-EE,C0030-EC,C0027-EC,C0017-EC,C0042-EC,C0038-EE
E2191,C0034-EE,C0031-EE,C0037-EE,C0049-EE,C0009-EE,C0014-EC,C0046-EC,C0030-EC,C0028-EC,C0011-EC
E2192,C0038-EE,C0040-EE,C0036-EE,C0006-EC,C0027-EC,C0017-EE,C0010-EE,C0041-EC,C0009-EE,C0023-EE
E2193,C0038-CIVIL,C0012-CIVIL,C0030-CH,C0035-CH,C0046-CIVIL,C0043-CIVIL,C0012-CH,C0046-CH,C0003-CH,C0037-CIVIL
E2194,C0019-CH,C0040-CIVIL,C0040-CH,C0040-CH,C0046-CH,C0035-CIVIL,C0048-CIVIL,C0003-CH,C0021-CH,C0020-CH
E2195,C0003-IT,C0019-CSE,C0042-IT,C0014-IT,C0009-IT,C0042-IT,C0046-IT,C0020-IT,C0027-IT,C0033-IT
E2196,C0050-CH,C0025-CH,C0044-CH,C0025-CIVIL,C0010-CIVIL,C0045-CIVIL,C0044-CIVIL,C0009-CH,C0005-CH,C0001-CIVIL
E2197,C0035-CH,C0017-CH,C0036-CH,C0009-CIVIL,C0025-CIVIL,C0005-CH,C0049-CH,C0021-CIVIL,C0005-CH,C0044-CH
E2198,C0021-EC,C0008-EC,C0015-EC,C0034-EE,C0014-EC,C0004-EE,C0008-EC,C0015-EE,C0024-EE,C0014-EE
E2199,C0029-EE,C0047-EE,C0023-EE,C0049-EC,C0044-EE,C0036-EE,C0012-EC,C0009-EC,C0041-EC,C0027-EE
E2200,C0031-CIVIL,C0001-CIVIL,C0049-CIVIL,C0045-CIVIL,C0036-CIVIL,C0008-CH,C0003-CH,C0013-CH,C0019-CH,C0023-CIVIL
E2201,C0007-EE,C0012-EE,C0006-EC,C0030-EC,C0046-EC,C0039-EC,C0042-EC,C0017-EE,C0014-EE,C0033-EC
E2202,C0034-CIVIL,C0045-CIVIL,C0038-CIVIL,C0041-CH,C0048-CIVIL,C0012-CH,C0041-CIVIL,C0042-CH,C0044-CH,C0022-CH
E2203,C0025-AUTO,C0005-ME,C0030-ME,C0041-ME,C0010-AUTO,C0004-IC,C0045-IC,C0014-IC,C0050-ME,C0009-ME
E2204,C0021-EC,C0048-EC,C0049-EC,C0041-EC,C0043-EC,C0031-EE,C0013-EE,C0034-EE,C0046-EC,C0042-EC
E2205,C0043-CIVIL,C0040-CH,C0027-CIVIL,C0038-CH,C0008-CIVIL,C0044-CIVIL,C0009-CIVIL,C0009-CIVIL,C0015-CIVIL,C0024-CIVIL
E2206,C0029-CSE,C0009-IT,C0039-CSE,C0011-CSE,C0006-CSE,C0021-CSE,C0049-CSE,C0045-IT,C0042-CSE,C0010-CSE
E2207,C0019-CIVIL,C0009-CH,C0019-CIVIL,C0043-CIVIL,C0003-CIVIL,C0017-CIVIL,C0015-CIVIL,C0042-CH,C0031-CH,C0025-CH
E2208,C0016-IC,C0046-IC,C0013-AUTO,C0002-AUTO,C0045-ME,C0046-AUTO,C0045-IC,C0037-AUTO,C0035-ME,C0031-ME
E2209,C0039-EE,C0038-EE,C0038-EC,C0038-EE,C0002-EE,C0001-EC,C0020-EE,C0008-EC,C0039-EC,C0016-EC
E2210,C0009-IT,C0048-IT,C0013-CSE,C0009-IT,C0019-IT,C0046-IT,C0005-CSE,C0037-CSE,C0018-IT,C0001-IT
E2211,C0020-CSE,C0003-CSE,C0022-CSE,C0025-IT,C0002-IT,C0028-IT,C0022-CSE,C0011-CSE,C0024-CSE,C0001-CSE
E2212,C0024-IT,C0025-IT,C0007-IT,C0021-IT,C0038-CSE,C0013-CSE,C0019-CSE,C0013-CSE,C0038-CSE,C0036-CSE
E2213,C0039-EE,C0032-EC,C0049-EE,C0027-EC,C0029-EE,C0027-EC,C0011-EE,C0027-EE,C0050-EE,C0021-EC
E2214,C0029-CH,C0005-CIVIL,C0031-CH,C0006-CH,C0004-CIVIL,C0040-CIVIL,C0013-CH,C0009-CIVIL,C0046-CH,C0005-CH
E2215,C0033-CSE,C0007-IT,C0045-IT,C0036-CSE,C0044-IT,C0006-CSE,C0040-IT,C0039-IT,C0037-CSE,C0019-CSE
E2216,C0031-IT,C0037-CSE,C0022-IT,C0003-CSE,C0047-CSE,C0016-IT,C0006-CSE,C0036-CSE,C0031-CSE,C0005-IT
E2217,C0004-CH,C0012-CIVIL,C0033-CH,C0010-CH,C0008-CH,C0010-CH,C0014-CIVIL,C0045-CIVIL,C0018-CIVIL,C0039-CH
E2218,C0046-CIVIL,C0041-CH,C0014-CIVIL,C0017-CIVIL,C0006-CIVIL,C0050-CIVIL,C0032-CIVIL,C0004-CIVIL,C0022-CH,C0009-CIVIL
E2219,C0028-ME,C0006-AUTO,C0022-ME,C0025-AUTO,C0001-IC,C0031-ME,C0049-ME,C0001-AUTO,C0018-AUTO,C0026-AUTO
E2220,C0030-EC,C0021-EE,C0009-EC,C0006-EC,C0046-EC,C0012-EC,C0031-EE,C0013-EC,C0003-EC,C0021-EC
E2221,C0029-IT,C0030-IT,C0021-CSE,C0029-CSE,C0033-IT,C0007-IT,C0026-IT,C0036-CSE,C0001-CSE,C0004-CSE
E2222,C0043-CIVIL,C0013-CH,C0019-CH,C0023-CIVIL,C0020-CH,C0031-CH,C0027-CIVIL,C0019-CIVIL,C0030-CH,C0042-CH
E2223,C0050-EC,C0002-EE,C0039-EC,C0021-EC,C0005-EE,C0037-EE,C0042-EE,C0043-EE,C0017-EE,C0021-EE
E2224,C0050-IT,C0003-CSE,C0005-IT,C0006-CSE,C0044-CSE,C0037-IT,C0006-CSE,C0030-IT,C0020-IT,C0047-CSE
E2225,C0026-CIVIL,C0048-CIVIL,C0019-CIVIL,C0045-CIVIL,C0013-CH,C0012-CIVIL,C0017-CH,C0029-CH,C0004-CH,C0012-CH
E2226,C0034-AUTO,C0041-ME,C0039-ME,C0008-IC,C0034-IC,C0031-ME,C0005-ME,C0047-AUTO,C0006-AUTO,C0049-IC
E2227,C0001-EC,C0011-EC,C0031-EE,C0049-EE,C0032-EC,C0034-EC,C0031-EC,C0027-EE,C0037-EC,C0032-EC
E2228,C0019-CIVIL,C0029-CH,C0018-CIVIL,C0048-CH,C0035-CH,C0045-CIVIL,C0003-CH,C0019-CH,C0018-CH,C0048-CH
